1,4.451870441436768,wilku,8,3,2020,13,36,19,SKOPJE
1,4.772709846496582,miś,8,3,2020,13,48,42,MONACO
5,11.376090049743652,y,8,3,2020,14,29,35,VALLETTA
7,70.57758736610413,joke,8,3,2020,13,43,29,LUXEMBOURG
1,500.9725306034088135,joe,8,3,2020,11,5,32,PRAGUE
1,1234.131035327911377,Bezimienny,8,3,2020,11,28,1,MINSK
1,354.913492679595947,Bezimienny,8,3,2020,11,54,31,SKOPJE
1,254.961130857467651,little joe,8,3,2020,11,28,49,COPENHAGEN
